
Solucion numero: 1
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		297
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		44
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		238
	18	3		18 - 5 - 4 - 3		418
	18	4		18 - 5 - 4		207
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		27
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		2
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		319
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		419
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		398
	7	3		7 - 6 - 4 - 3		411
	7	4		7 - 6 - 4		172
	7	6		7 - 6		294
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		366
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		405
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		184
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		286
	8	0		8 - 7 - 6 - 4 - 2 - 0		345
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		207
	8	2		8 - 7 - 6 - 4 - 2		126
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		328
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		386
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		82
	8	6		8 - 7 - 6		196
	8	7		8 - 7		351
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		86
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		249
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		312
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		178
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		439
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		254
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		220
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		250
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		42
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		137
	10	0		10 - 5 - 4 - 2 - 0		143
	10	2		10 - 5 - 4 - 2		210
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		368
	13	3		13 - 12 - 11 - 9 - 4 - 3		320
	9	0		9 - 4 - 2 - 0		327
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		285
	17	10		17 - 10		61
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		98
	16	4		16 - 1 - 0 - 2 - 4		366
	6	4		6 - 4		441
	15	4		15 - 0 - 1 - 2 - 4		404
	13	0		13 - 12 - 11 - 9 - 4 - 2 - 0		155
	18	2		18 - 5 - 4 - 2		90
	18	0		18 - 5 - 4 - 2 - 0		358
	6	1		6 - 4 - 2 - 0 - 1		409
	4	16		4 - 2 - 0 - 1 - 16		165
	2	15		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		213
	12	1		12 - 11 - 9 - 4 - 2 - 1		65
	10	11		10 - 5 - 4 - 2 - 0 - 15 - 11		410
	2	17		2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		307
	2	4		2 - 0 - 1 - 16 - 4		162
	18	7		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		370
	13	14		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		56
	11	10		11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		290
	12	2		12 - 11 - 9 - 4 - 2		365
	9	7		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		119
	10	9		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9		351
	13	8		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		164
	17	8		17 - 10 - 5 - 4 - 6 - 7 - 8		375
	7	9		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		267
	12	3		12 - 11 - 9 - 4 - 3		200
	12	18		12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		265
	12	13		12 - 11 - 9 - 4 - 2 - 0 - 15 - 13		110
	10	6		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		391
	15	7		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		346
	17	1		17 - 10 - 5 - 4 - 2 - 1		239
	7	16		7 - 6 - 4 - 2 - 0 - 1 - 16		283
	6	5		6 - 4 - 2 - 0 - 1 - 16 - 5		122
	5	16		5 - 4 - 2 - 0 - 1 - 16		79
	11	17		11 - 9 - 4 - 2 - 0 - 15 - 17		152
	18	12		18 - 5 - 4 - 2 - 0 - 15 - 11 - 12		264
	13	6		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		309
	12	4		12 - 11 - 9 - 4		332
	1	3		1 - 0 - 2 - 3		356
	11	15		11 - 9 - 4 - 2 - 0 - 15		169
	12	10		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		59
	15	0		15 - 0		137
	14	0		14 - 11 - 9 - 4 - 2 - 0		151
	9	1		9 - 4 - 2 - 0 - 1		223
	9	12		9 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		219
	17	11		17 - 10 - 5 - 4 - 9 - 11		443
	13	4		13 - 12 - 11 - 9 - 4		446
	14	18		14 - 11 - 9 - 4 - 2 - 1 - 16 - 18		227
	17	16		17 - 10 - 5 - 4 - 16		200
	15	16		15 - 0 - 1 - 2 - 3 - 4 - 5 - 16		315
	12	6		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		74
	3	17		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		64
	9	14		9 - 4 - 2 - 0 - 1 - 16 - 15 - 14		179
	12	9		12 - 11 - 9		205
	17	12		17 - 10 - 5 - 4 - 9 - 11 - 12		365
	16	2		16 - 1 - 0 - 2		317
	6	15		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		354
	15	3		15 - 0 - 1 - 2 - 3		194
	14	8		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		196
	12	16		12 - 11 - 9 - 4 - 2 - 1 - 16		427
	2	9		2 - 0 - 1 - 16 - 4 - 5 - 9		73
	1	2		1 - 0 - 2		329
	15	18		15 - 0 - 1 - 2 - 3 - 4 - 5 - 18		156
	6	17		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		160
	17	3		17 - 10 - 5 - 4 - 3		18
	11	16		11 - 9 - 4 - 2 - 1 - 16		88
	10	5		10 - 5		221
	1	4		1 - 0 - 2 - 4		381
	6	12		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		397
	7	15		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		229
	17	5		17 - 10 - 5		436
	0	4		0 - 1 - 2 - 4		221
	18	15		18 - 5 - 4 - 2 - 0 - 15		150
	14	3		14 - 11 - 9 - 4 - 3		131
	6	0		6 - 4 - 2 - 0		335
	3	16		3 - 2 - 0 - 1 - 16		300
	4	8		4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		66
	10	14		10 - 5 - 4 - 2 - 0 - 15 - 14		216
	17	15		17 - 10 - 5 - 4 - 15		162
	2	16		2 - 0 - 1 - 16		276
	9	17		9 - 4 - 2 - 0 - 1 - 16 - 17		106
	2	1		2 - 0 - 1		278
	7	17		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		9
	13	5		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		38
	15	12		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12		91
	14	2		14 - 11 - 9 - 4 - 2		48
	10	7		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		58
	10	16		10 - 5 - 4 - 2 - 1 - 16		245
	13	7		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		318
	7	11		7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		445
	18	10		18 - 5 - 4 - 2 - 0 - 15 - 11 - 10		349
	16	17		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10 - 17		59
	9	10		9 - 4 - 2 - 0 - 15 - 11 - 10		136
	11	14		11 - 9 - 4 - 2 - 0 - 15 - 14		23
	12	7		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		139
	9	15		9 - 4 - 2 - 0 - 1 - 16 - 15		323
	5	7		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7		40
	1	9		1 - 0 - 2 - 3 - 4 - 5 - 9		130
	17	6		17 - 10 - 5 - 4 - 6		416
	18	14		18 - 5 - 4 - 2 - 0 - 15 - 14		194
	12	5		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5		342
	14	9		14 - 11 - 9		408
	12	14		12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		413
	6	11		6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		443
	18	11		18 - 5 - 4 - 2 - 0 - 15 - 11		5
	10	12		10 - 5 - 4 - 2 - 0 - 15 - 11 - 12		404
	10	13		10 - 5 - 4 - 2 - 0 - 15 - 13		303
	16	9		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9		46
	13	1		13 - 12 - 11 - 9 - 4 - 2 - 1		308
	15	14		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 14		30
	5	18		5 - 4 - 2 - 0 - 1 - 16 - 18		277
	6	2		6 - 4 - 2		375
	13	16		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16		254
	13	11		13 - 12 - 11		131
	9	13		9 - 4 - 2 - 0 - 1 - 16 - 15 - 13		431
	18	16		18 - 5 - 4 - 2 - 1 - 16		266
	9	5		9 - 4 - 2 - 0 - 1 - 16 - 5		121
	5	0		5 - 4 - 2 - 0		37
	11	13		11 - 9 - 4 - 2 - 0 - 15 - 13		45
	5	15		5 - 4 - 2 - 0 - 15		437
	12	8		12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		29
	5	10		5 - 4 - 2 - 0 - 15 - 11 - 10		33
	16	3		16 - 1 - 0 - 2 - 3		101
	4	2		4 - 2		167
	5	13		5 - 4 - 2 - 0 - 1 - 16 - 15 - 13		120
	18	13		18 - 5 - 4 - 2 - 0 - 15 - 13		175
	14	12		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		17
	9	6		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6		181
	14	17		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17		228
	10	18		10 - 5 - 4 - 2 - 1 - 16 - 18		444
	14	5		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5		153
	14	16		14 - 11 - 9 - 4 - 2 - 1 - 16		299
	4	10		4 - 2 - 0 - 1 - 16 - 5 - 10		237
	6	14		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		201
	15	2		15 - 0 - 1 - 2		212
	11	12		11 - 9 - 4 - 2 - 0 - 15 - 13 - 12		18
	12	17		12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		209
	5	14		5 - 4 - 2 - 0 - 1 - 16 - 15 - 14		123
	13	17		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17		416
	7	10		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		19
	5	9		5 - 4 - 2 - 0 - 15 - 11 - 9		67
	5	12		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 12		242
	14	11		14 - 11		261
	3	1		3 - 2 - 0 - 1		29
	14	15		14 - 11 - 9 - 4 - 2 - 0 - 15		418
	18	8		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		188
	5	2		5 - 4 - 2		278
	6	9		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		230
	14	4		14 - 11 - 9 - 4		167
	3	9		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9		132
	16	8		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		208
	17	2		17 - 10 - 5 - 4 - 2		116
	9	16		9 - 4 - 2 - 0 - 1 - 16		246
	14	7		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7		256
	18	6		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		394
	5	11		5 - 4 - 2 - 0 - 15 - 11		39
	11	9		11 - 9		333
	17	13		17 - 10 - 5 - 4 - 15 - 13		85
	9	18		9 - 4 - 2 - 0 - 1 - 16 - 18		316
	13	2		13 - 12 - 11 - 9 - 4 - 2		402
	14	1		14 - 11 - 9 - 4 - 2 - 1		64
	4	5		4 - 2 - 0 - 1 - 16 - 5		109
	7	5		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		359
	14	10		14 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		356
	7	0		7 - 6 - 4 - 2 - 0		104
	15	5		15 - 0 - 1 - 2 - 3 - 4 - 5		204
	4	18		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 18		124
	11	18		11 - 9 - 4 - 2 - 1 - 16 - 18		390
	14	6		14 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6		197
	4	15		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 15		6
	12	15		12 - 11 - 9 - 4 - 2 - 0 - 15		414
	15	9		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9		309
	5	1		5 - 4 - 2 - 1		330
	4	0		4 - 2 - 0		295
	10	1		10 - 5 - 4 - 2 - 1		80
	4	7		4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		253
	9	2		9 - 4 - 2		268
	6	16		6 - 4 - 2 - 0 - 1 - 16		449
	9	4		9 - 4		257
	17	4		17 - 10 - 5 - 4		52
	6	10		6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		311
	13	15		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15		35
	17	18		17 - 10 - 5 - 4 - 16 - 18		243
	13	9		13 - 12 - 11 - 9		260
	10	8		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 8		191
	13	10		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		377
	13	18		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		291
	0	9		0 - 1 - 2 - 3 - 4 - 5 - 9		70
	4	9		4 - 2 - 0 - 1 - 16 - 5 - 9		108
	2	18		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		65
	10	17		10 - 5 - 4 - 2 - 0 - 15 - 17		322
	14	13		14 - 11 - 9 - 4 - 2 - 0 - 15 - 13		388
	15	11		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11		401
	4	1		4 - 2 - 0 - 1		313
	17	9		17 - 10 - 5 - 4 - 9		170
	2	7		2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		423
	7	1		7 - 6 - 4 - 2 - 0 - 1		0
	15	10		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10		248
	18	1		18 - 5 - 4 - 2 - 1		393
	6	13		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		63
	7	2		7 - 6 - 4 - 2		271
	5	17		5 - 4 - 2 - 0 - 1 - 16 - 17		159
	10	15		10 - 5 - 4 - 2 - 0 - 15		233
	18	9		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9		180
	15	8		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		291
	8	16		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16		257
	18	5		18 - 5		84
	15	1		15 - 0 - 1		235
	6	18		6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		92
	2	5		2 - 0 - 1 - 16 - 4 - 5		353
	12	0		12 - 11 - 9 - 4 - 2 - 0		261
	0	7		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		69
	18	17		18 - 5 - 4 - 2 - 0 - 15 - 17		333
	17	14		17 - 10 - 5 - 4 - 15 - 14		252
	0	8		0 - 1 - 2 - 3 - 4 - 5 - 9 - 8		269
	15	6		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6		110
	4	17		4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		144
	5	8		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 8		406
	4	11		4 - 2 - 0 - 1 - 16 - 5 - 9 - 11		112
	2	8		2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		438
	17	0		17 - 10 - 5 - 4 - 2 - 0		315
	15	17		15 - 0 - 1 - 2 - 3 - 4 - 5 - 10 - 17		245
	2	0		2 - 0		407
	16	1		16 - 1		5
	17	7		17 - 10 - 5 - 4 - 6 - 7		222
	9	3		9 - 4 - 3		10
	6	3		6 - 4 - 3		45
	9	11		9 - 4 - 2 - 0 - 15 - 11		105


Solucion numero: 3
Cantidad de bloqueados: 0
Fitness: 2065
	Origen 	Destino 	Ruta 			Ranuras
	0	12		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		292
	0	13		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		269
	0	14		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		277
	1	12		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12		82
416
	1	13		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 12 - 13		227
139
	1	14		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 14		443
103
	3	12		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		440
	3	13		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		177
	3	14		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		249
	16	12		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12		14
	16	13		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 12 - 13		350
	16	14		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 14		329
	0	17		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		183
	0	18		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		258
	1	0		1 - 0		126
	1	5		1 - 0 - 2 - 3 - 4 - 5		242
	1	6		1 - 0 - 2 - 3 - 4 - 5 - 6		8
	1	10		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		3
238
	1	11		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		372
354
	0	5		0 - 1 - 2 - 3 - 4 - 5		352
	0	6		0 - 1 - 2 - 3 - 4 - 5 - 6		381
	0	10		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10		46
	1	15		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		92
30
	1	16		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		140
1
	1	17		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 9 - 10 - 17		278
321
	1	18		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 18		207
265
	2	3		2 - 0 - 1 - 16 - 4 - 3		142
	2	12		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12		209
	2	13		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 12 - 13		196
	2	14		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 14		368
	3	0		3 - 2 - 0		283
	3	2		3 - 2		180
	3	4		3 - 2 - 0 - 1 - 16 - 4		256
	3	5		3 - 2 - 0 - 1 - 16 - 4 - 5		111
	3	6		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6		127
	3	10		3 - 2 - 0 - 1 - 16 - 4 - 5 - 10		433
	3	11		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		23
	0	11		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11		144
	0	1		0 - 1		195
	0	2		0 - 1 - 2		106
	3	15		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		250
	3	18		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 18		153
	4	3		4 - 3		219
	4	12		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12		361
	4	13		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 12 - 13		266
	4	14		4 - 2 - 0 - 1 - 16 - 5 - 9 - 10 - 11 - 14		109
	5	3		5 - 4 - 3		132
	5	4		5 - 4		421
	8	3		8 - 7 - 6 - 4 - 3		133
	8	4		8 - 7 - 6 - 4		30
	8	12		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		254
	8	13		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		321
	8	14		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		166
	10	3		10 - 5 - 4 - 3		281
	10	4		10 - 5 - 4		276
	12	11		12 - 11		69
	13	12		13 - 12		391
	15	13		15 - 0 - 1 - 2 - 3 - 4 - 5 - 9 - 11 - 12 - 13		302
	16	0		16 - 1 - 0		384
	16	5		16 - 1 - 0 - 2 - 3 - 4 - 5		260
	16	6		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6		282
	16	10		16 - 1 - 0 - 2 - 3 - 4 - 5 - 10		434
	16	11		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 11		51
	0	3		0 - 1 - 2 - 3		412
	0	15		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 11 - 15		264
	0	16		0 - 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 - 17 - 16		371
	16	15		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 11 - 15		22
	16	18		16 - 1 - 0 - 2 - 3 - 4 - 5 - 9 - 10 - 18		447
	18	3		18 - 5 - 4 - 3		69
	18	4		18 - 5 - 4		74
	2	6		2 - 0 - 1 - 16 - 4 - 5 - 6		164
	3	7		3 - 2 - 0 - 1 - 16 - 4 - 5 - 6 - 7		161
	5	6		5 - 4 - 2 - 0 - 1 - 16 - 15 - 11 - 9 - 7 - 6		99
	6	7		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 7		103
	6	8		6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		398
	7	3		7 - 6 - 4 - 3		215
	7	4		7 - 6 - 4		414
	7	6		7 - 6		365
	7	8		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 8		230
	7	12		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12		399
	7	13		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 12 - 13		192
	7	14		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 14		242
	8	0		8 - 7 - 6 - 4 - 2 - 0		421
	8	1		8 - 7 - 6 - 4 - 2 - 0 - 1		125
	8	2		8 - 7 - 6 - 4 - 2		324
	3	8		3 - 2 - 0 - 1 - 16 - 4 - 5 - 9 - 8		64
	2	10		2 - 0 - 1 - 16 - 4 - 5 - 10		437
	8	5		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5		327
	8	6		8 - 7 - 6		238
	8	7		8 - 7		383
	8	9		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		306
	8	10		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10		408
	8	11		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 15 - 11		330
	2	11		2 - 0 - 1 - 16 - 4 - 5 - 9 - 11		62
	1	7		1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		401
	1	8		1 - 0 - 2 - 3 - 4 - 5 - 9 - 8		85
	8	15		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9 - 11 - 15		267
	8	17		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 10 - 17		95
	8	18		8 - 7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		159
	9	8		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7 - 8		311
	10	0		10 - 5 - 4 - 2 - 0		386
	10	2		10 - 5 - 4 - 2		244
	7	18		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 18		38
	13	3		13 - 12 - 11 - 9 - 4 - 3		165
	9	0		9 - 4 - 2 - 0		78
	16	7		16 - 1 - 0 - 2 - 3 - 4 - 5 - 6 - 7		419
	17	10		17 - 10		7
	4	6		4 - 2 - 0 - 1 - 16 - 5 - 6		63
	16	4		16 - 1 - 0 - 2 - 4		38
	6	4		6 - 4		283
	15	4		15 - 0 - 1 - 2 - 4		214
	13	0		13 - 12 - 11 - 9 - 4 - 2 - 0		176
	18	2		18 - 5 - 4 - 2		227
	18	0		18 - 5 - 4 - 2 - 0		190
	6	1		6 - 4 - 2 - 0 - 1		419
	4	16		4 - 2 - 0 - 1 - 16		15
	2	15		2 - 0 - 1 - 16 - 4 - 5 - 9 - 10 - 11 - 15		379
	12	1		12 - 11 - 9 - 4 - 2 - 1		194
	10	11		10 - 5 - 4 - 2 - 0 - 15 - 11		423
	2	17		2 - 0 - 1 - 16 - 4 - 5 - 10 - 17		34
	2	4		2 - 0 - 1 - 16 - 4		5
	18	7		18 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7		25
	13	14		13 - 12 - 11 - 9 - 4 - 2 - 0 - 15 - 14		97
	11	10		11 - 9 - 4 - 2 - 0 - 15 - 17 - 10		70
	12	2		12 - 11 - 9 - 4 - 2		262
	9	7		9 - 4 - 2 - 0 - 1 - 16 - 5 - 6 - 7		2
	10	9		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9		448
	13	8		13 - 12 - 11 - 9 - 4 - 2 - 1 - 16 - 5 - 6 - 7 - 8		94
	17	8		17 - 10 - 5 - 4 - 6 - 7 - 8		205
	7	9		7 - 6 - 4 - 2 - 0 - 1 - 16 - 5 - 9		228
	12	3		12 - 11 - 9 - 4 - 3		155
	12	18		12 - 11 - 9 - 4 - 2 - 1 - 16 - 18		157
	12	13		12 - 11 - 9 - 4 - 2 - 0 - 15 - 13		7
	10	6		10 - 5 - 4 - 2 - 0 - 15 - 11 - 9 - 7 - 6		443
	15	7		15 - 0 - 1 - 2 - 3 - 4 - 5 - 6 - 7		429
	17	1		17 - 10 - 5 - 4 - 2 - 1		403
	7	16		7 - 6 - 4 - 2 - 0 - 1 - 16		300
	6	5		6 - 4 - 2 - 0 - 1 - 16 - 5		232
	5	16		5 - 4 - 2 - 0 - 1 - 16		369
	11	17		11 - 9 - 4 - 2 - 0 - 15 - 17		446
